id,point_latitude,point_longitude,valueACT0091,44.9,-66.98333,1
ACT0101,44.93167,-67,1
ACT0106,44.965,-67.03167,1
ACT0111,44.335,-67.50333,1
ACT0116,44.5285,-67.57267,1
ACT0121,44.52083,-67.65,1
ACT0131,44.195,-68.465,1
ACT0136,44.13333,-68.495,1
ACT0141,44.1645,-68.60383,1
ACT0146,44.162,-68.6205,1
ACT0151,44.153,-68.64633,1
ACT0161,44.08333,-68.58333,1
ACT0166,44.13667,-68.70283,1
ACT0171,44.1325,-68.825,1
ACT0176,44.19383,-68.78217,1
ACT0181,44.19117,-68.81883,1
ACT0186,44.22217,-68.77783,1
ACT0191,44.23383,-68.7345,1
ACT0196,44.21667,-68.8555,1
ACT0201,44.22217,-68.84367,1
ACT0206,44.23833,-68.83633,1
ACT0216,44.2605,-68.75633,1
ACT0221,44.27417,-68.73117,1
ACT0231,44.27533,-68.78117,1
ACT0236,44.27967,-68.72383,1
ACT0246,44.2855,-68.73117,1
ACT0251,44.293,-68.81667,1
ACT0256,44.30283,-68.75583,1
ACT0261,44.30283,-68.81,1
ACT0266,44.30467,-68.7105,1
ACT0271,44.305,-68.70133,1
ACT0276,44.30783,-68.78883,1
ACT0281,44.31333,-68.74033,1
ACT0291,44.31617,-68.87967,1
ACT0296,44.31717,-68.87783,1
ACT0306,44.32332992553711,-68.74667358398438,1
ACT0311,44.37617,-68.85467,1
ACT0311,44.37617,-68.85467,1
ACT0321,44.3795,-68.84533,1
ACT0321,44.3795,-68.84533,1
ACT0321,44.3795,-68.84533,1
ACT0331,44.42583,-68.75833,1
ACT0346,44.56783,-68.78117,1
ACT0371,44.66833,-68.813,1
ACT0371,44.66833,-68.813,1
ACT0381,43.99417,-69.013,1
ACT0381,43.99417,-69.013,1
ACT0386,44.023,-68.91783,1
ACT0386,44.023,-68.91783,1
ACT0391,44.02967,-68.873,1
ACT0396,44.0375,-68.84833,1
ACT0401,44.04117,-68.758,1
ACT0401,44.04117,-68.758,1
ACT0406,44.04217,-68.6925,1
ACT0406,44.04217,-68.6925,1
ACT0406,44.04217,-68.6925,1
ACT0411,44.04283,-68.85967,1
ACT0416,44.05,-68.90667,1
ACT0421,44.052,-69.045,1
ACT0426,44.06033,-68.90717,1
ACT0431,44.06033,-68.89633,1
ACT0436,44.06467,-69.05783,1
ACT0441,44.06783,-68.89833,1
ACT0446,44.06917,-68.89367,1
ACT0451,44.08383,-68.91117,1
ACT0456,44.08533,-69.04367,1
ACT0461,44.092,-68.91333,1
ACT0466,44.10217,-69.07783,1
ACT0471,44.112998962402344,-68.91217041015625,1
ACT0476,44.115,-68.92367,1
ACT0481,44.127,-68.893,1
ACT0486,44.16667,-68.9805,1
ACT0491,44.18083,-68.955,1
ACT0501,44.18667,-68.947,1
ACT0506,44.1895,-68.968,1
ACT0511,44.20283,-69.04667,1
ACT0516,44.22333,-68.95867,1
ACT0521,44.27583,-68.95367,1
ACT0526,44.3,-68.93967,1
ACT0526,44.3,-68.93967,1
ACT0531,44.3045,-68.95583,1
ACT0531,44.3045,-68.95583,1
ACT0536,44.305,-68.95917,1
ACT0536,44.305,-68.95917,1
ACT0541,44.31383,-68.92417,1
ACT0546,44.32083,-68.84667,1
ACT0546,44.32083,-68.84667,1
ACT0551,44.31783,-68.83617,1
ACT0551,44.31783,-68.83617,1
ACT0551,44.31783,-68.83617,1
ACT0556,44.35467,-68.91583,1
ACT0561,44.35633,-68.92217,1
ACT0561,44.35633,-68.92217,1
ACT0566,44.3575,-68.94367,1
ACT0566,44.3575,-68.94367,1
ACT0566,44.3575,-68.94367,1
ACT0571,43.94167,-69.44833,1
ACT0576,43.875,-69.58332824707031,1
ACT0581,43.900001525878906,-69.6916732788086,1
ACT0586,43.85166931152344,-69.72167205810547,1
ACT0591,43.876670837402344,-69.7300033569336,1
ACT0596,43.89500045776367,-69.77166748046875,1
ACT0601,43.75667190551758,-69.78166961669922,1
ACT0606,43.80167007446289,-69.79332733154297,1
ACT0611,43.85499954223633,-69.79666900634766,1
ACT0616,43.880001068115234,-69.79666900634766,1
ACT0621,43.880001068115234,-69.80667114257812,1
ACT0626,43.89667,-69.81,1
ACT0686,43.04333,-70.705,1
ACT0691,43.05,-70.70167,1
ACT0706,43.05833,-70.7045,1
ACT0716,43.06583,-70.705,1
ACT0726,43.07633,-70.717,1
ACT0731,43.07383,-70.72467,1
ACT0736,43.075,-70.72783,1
ACT0741,43.07333,-70.73867,1
ACT0751,43.06967,-70.73833,1
ACT0756,43.07583,-70.74133,1
ACT0791,43.11917,-70.83717,1
ACT0796,43.127,-70.85617,1
ACT0801,43.12283,-70.857,1
ACT0806,43.10783,-70.85833,1
ACT0816,42.81833,-70.81,1
ACT0821,42.81333,-70.86833,1
ACT0826,42.705,-70.78833,1
ACT0831,42.66833,-70.685,1
ACT0836,42.58167,-70.675,1
ACT0841,42.61,-70.67333,1
ACT0906,42.43333,-70.867,1
ACT0906,42.43333,-70.867,1
ACT0906,42.43333,-70.867,1
ACT0911,42.4205,-70.89383,1
ACT0911,42.4205,-70.89383,1
ACT0916,42.39717,-70.85283,1
ACT0916,42.39717,-70.85283,1
ACT0921,42.4105,-70.90217,1
ACT0921,42.4105,-70.90217,1
ACT0921,42.4105,-70.90217,1
ACT0926,42.402,-70.91783,1
ACT0926,42.402,-70.91783,1
ACT0926,42.402,-70.91783,1
ACT0941,42.43117,-70.94717,1
ACT0946,42.443,-70.942,1
ACT0951,42.4545,-70.94633,1
ACT0956,42.43283,-70.95883,1
ACT0961,42.442,-70.96033,1
ACT0966,42.3695,-70.92367,1
ACT0966,42.3695,-70.92367,1
ACT0971,42.3655,-70.942,1
ACT1026,42.36,-70.86667,1
ACT1026,42.36,-70.86667,1
ACT1026,42.36,-70.86667,1
ACT1031,42.32133,-70.838,1
ACT1036,42.328,-70.85717,1
ACT1036,42.328,-70.85717,1
ACT1036,42.328,-70.85717,1
ACT1041,42.34917,-70.89383,1
ACT1046,42.35083,-70.9,1
ACT1051,42.32533,-70.89,1
ACT1061,42.31467,-70.88717,1
ACT1066,42.33883,-70.90633,1
ACT1066,42.33883,-70.90633,1
ACT1066,42.33883,-70.90633,1
ACT1081,42.32883,-70.9155,1
ACT1086,42.343,-70.92833,1
ACT1091,42.34083,-70.93,1
ACT1091,42.34083,-70.93,1
ACT1101,42.337,-70.938,1
ACT1106,42.34083,-70.94617,1
ACT1106,42.34083,-70.94617,1
ACT1111,42.3375,-70.93967,1
ACT1121,42.33533,-70.957,1
ACT1121,42.33533,-70.957,1
ACT1126,42.33283,-70.957,1
ACT1126,42.33283,-70.957,1
ACT1131,42.34383,-70.963,1
ACT1136,42.34,-70.97383,1
ACT1136,42.34,-70.97383,1
ACT1141,42.34717,-70.9775,1
ACT1151,42.36283,-70.987,1
ACT1156,42.33283,-70.97383,1
ACT1156,42.33283,-70.97383,1
ACT1161,42.3225,-70.97417,1
ACT1166,42.31633,-70.98583,1
ACT1176,42.32083,-70.99283,1
ACT1181,42.33283,-70.99833,1
ACT1181,42.33283,-70.99833,1
ACT1191,42.33883,-71.00367,1
ACT1206,42.35217,-71.03083,1
ACT1206,42.35217,-71.03083,1
ACT1216,42.37583,-71.04667,1
ACT1216,42.37583,-71.04667,1
ACT1226,42.3845,-71.04217,1
ACT1231,42.38383,-71.02833,1
ACT1236,42.38583,-71.05033,1
ACT1241,42.38583,-71.04917,1
ACT1246,42.32033,-71.01467,1
ACT1251,42.3105,-71.02833,1
ACT1256,42.30633,-71.03717,1
ACT1261,42.30417,-71.043,1
ACT1271,42.32333,-70.92467,1
ACT1271,42.32333,-70.92467,1
ACT1276,42.32283,-70.9255,1
ACT1281,42.32367,-70.92783,1
ACT1286,42.323,-70.93217,1
ACT1291,42.32417,-70.93167,1
ACT1291,42.32417,-70.93167,1
ACT1296,42.327,-70.93383,1
ACT1306,42.32867,-70.93283,1
ACT1306,42.32867,-70.93283,1
ACT1316,42.3195,-70.91617,1
ACT1321,42.31867,-70.91617,1
ACT1331,42.313,-70.92583,1
ACT1331,42.313,-70.92583,1
ACT1336,42.31117,-70.9255,1
ACT1336,42.31117,-70.9255,1
ACT1341,42.32883,-70.94883,1
ACT1356,42.30533,-70.93333,1
ACT1356,42.30533,-70.93333,1
ACT1361,42.30667,-70.9355,1
ACT1361,42.30667,-70.9355,1
ACT1361,42.30667,-70.9355,1
ACT1366,42.30867,-70.93867,1
ACT1366,42.30867,-70.93867,1
ACT1371,42.31883,-70.947,1
ACT1371,42.31883,-70.947,1
ACT1376,42.315,-70.94917,1
ACT1376,42.315,-70.94917,1
ACT1381,42.30833,-70.94367,1
ACT1386,42.31167,-70.963,1
ACT1386,42.31167,-70.963,1
ACT1391,42.29083,-70.95367,1
ACT1391,42.29083,-70.95367,1
ACT1396,42.29783,-70.9645,1
ACT1396,42.29783,-70.9645,1
ACT1401,42.30533,-70.97133,1
ACT1401,42.30533,-70.97133,1
ACT1406,42.30633,-70.97883,1
ACT1411,42.28583,-70.953,1
ACT1416,42.28467,-70.95367,1
ACT1416,42.28467,-70.95367,1
ACT1421,42.283,-70.95533,1
ACT1421,42.283,-70.95533,1
ACT1426,42.28717,-70.96533,1
ACT1431,42.29167,-70.98217,1
ACT1436,42.29,-71.00167,1
ACT1441,42.2755,-70.8805,1
ACT1446,42.29,-70.89333,1
ACT1451,42.26617,-70.895,1
ACT1456,42.28083,-70.90617,1
ACT1456,42.28083,-70.90617,1
ACT1461,42.2925,-70.91617,1
ACT1461,42.2925,-70.91617,1
ACT1466,42.2805,-70.9125,1
ACT1476,42.28117,-70.933,1
ACT1476,42.28117,-70.933,1
ACT1486,42.28217,-70.94083,1
ACT1486,42.28217,-70.94083,1
ACT1491,42.28133,-70.9425,1
ACT1496,42.2645,-70.925,1
ACT1501,42.268,-70.93133,1
ACT1506,42.25333,-70.9275,1
ACT1516,42.253,-70.947,1
ACT1516,42.253,-70.947,1
ACT1526,42.24633,-70.96467,1
ACT1531,42.238,-70.968,1
ACT1536,42.25,-70.97033,1
ACT1546,41.72667,-70.27333,1
ACT1551,41.76667,-70.48333,1
ACT1556,41.8,-70.51667,1
ACT1591,41.22667,-69.98333,1
ACT1596,41.19,-70.09667,1
ACT1601,41.22617,-70.28167,1
ACT1611,41.565,-69.92333,1
ACT1616,41.54999923706055,-69.9832992553711,1
ACT1626,41.55,-70.02167,1
ACT1631,41.64333,-70.02833,1
ACT1636,41.65667,-69.975,1
ACT1641,41.61667,-70.115,1
ACT1646,41.55833,-70.15,1
ACT1651,41.48833,-70.06667,1
ACT1656,41.48417,-70.1925,1
ACT1661,41.46833,-70.15333,1
ACT1666,41.39333,-70.06167,1
ACT1671,41.39,-70.11333,1
ACT1676,41.405,-70.17333,1
ACT1686,41.30667,-70.1,1
ACT1691,41.32167,-70.17,1
ACT1696,41.35,-70.285,1
ACT1701,41.32,-70.39333,1
ACT1706,41.34833,-70.42,1
ACT1716,41.40833,-70.33333,1
ACT1721,41.4,-70.42667,1
ACT1726,41.44833,-70.29167,1
ACT1731,41.45833,-70.4,1
ACT1736,41.55,-70.285,1
ACT1741,41.58833,-70.25667,1
ACT1746,41.62333,-70.29167,1
ACT1751,41.63167,-70.27333,1
ACT1756,41.61,-70.43,1
ACT1761,41.53333,-70.42833,1
ACT1766,41.47167,-70.48333,1
ACT1771,41.42417,-70.48333,1
ACT1786,41.465,-70.53667,1
ACT1791,41.485,-70.55833,1
ACT1796,41.46833,-70.58667,1
ACT1801,41.49333,-70.595,1
ACT1806,41.505,-70.53667,1
ACT1811,41.54833,-70.53,1
ACT1816,41.52667,-70.57667,1
ACT1821,41.51833,-70.61833,1
ACT1826,41.48333,-70.61,1
ACT1831,41.50167,-70.64333,1
ACT1836,41.46833,-70.665,1
ACT1841,41.47167,-70.725,1
ACT1846,41.435,-70.78,1
ACT1851,41.385,-70.78333,1
ACT1861,41.40167,-70.85333,1
ACT1866,41.36333,-70.86333,1
ACT1901,41.43833,-70.84167,1
ACT1911,41.45167,-70.85,1
ACT1921,41.50833,-71.08833,1
ACT1931,41.42167,-70.97,1
ACT1936,41.465,-70.93667,1
ACT1941,41.44333,-70.925,1
ACT1946,41.43667,-70.90333,1
ACT1951,41.50667,-70.73833,1
ACT1956,41.54,-70.66333,1
ACT1961,41.60833,-70.655,1
ACT1966,41.53333,-70.91833,1
ACT1971,41.58333,-70.95,1
ACT1976,41.6,-70.91667,1
ACT1986,41.59333,-70.84,1
ACT1996,41.61833,-70.83667,1
ACT2001,41.63333,-70.78333,1
ACT2011,41.64667,-70.65333,1
ACT2021,41.68333,-70.73333,1
ACT2026,41.73333,-70.71667,1
ACT2031,41.745,-70.70667,1
ACT2046,41.75,-70.58333,1
ACT2071,41.50667,-71.22,1
ACT2076,41.62167,-71.22,1
ACT2096,41.43167,-71.37667,1
ACT2101,41.45667,-71.37833,1
ACT2106,41.48,-71.35,1
ACT2111,41.475,-71.38,1
ACT2116,41.48333,-71.33333,1
ACT2121,41.50333,-71.33167,1
ACT2126,41.50667,-71.35167,1
ACT2131,41.49667,-71.35,1
ACT2136,41.525,-71.33667,1
ACT2141,41.53167,-71.35833,1
ACT2146,41.575,-71.29667,1
ACT2151,41.575,-71.34167,1
ACT2156,41.58667,-71.30833,1
ACT2166,41.64,-71.25833,1
ACT2171,41.64667,-71.295,1
ACT2176,41.65,-71.245,1
ACT2181,41.68,-71.21167,1
ACT2191,41.71167,-71.29667,1
ACT2196,41.72833,-71.28833,1
ACT2201,41.45833,-71.41167,1
ACT2211,41.49667,-71.40333,1
ACT2216,41.505,-71.41,1
ACT2226,41.56667,-71.43333,1
ACT2231,41.66667,-71.39333,1
ACT2236,41.65833,-71.35333,1
ACT2241,41.66333,-71.37333,1
ACT2246,41.72833,-71.36,1
ACT2266,41.358,-71.49583,1
ACT2276,41.38333,-71.51667,1
ACT2281,41.33117,-71.51083,1
ACT2291,41.3,-71.53333,1
ACT2296,41.26417,-71.56667,1
ACT2301,41.25,-71.56667,1
ACT2306,41.2225,-71.53083,1
ACT2311,41.15,-71.53333,1
ACT2316,41.13667,-71.62167,1
ACT2321,41.15,-71.63333,1
ACT2326,41.1995,-71.59167,1
ACT2331,41.2,-71.6,1
ACT2341,41.34833,-71.59617,1
ACT2346,41.29333,-71.63333,1
ACT2356,41.31333,-71.71367,1
ACT2361,41.2725,-71.71667,1
ACT2366,41.19333,-71.73667,1
ACT2371,41.11667,-71.7,1
ACT2376,41.11333,-71.71667,1
ACT2381,41.30267,-71.81,1
ACT2386,41.22,-71.81667,1
ACT2391,41.24417,-71.77383,1
ACT2396,41.15917,-71.82467,1
ACT2401,41.075,-71.83,1
ACT2406,41.08333,-71.85,1
ACT2416,41.22333,-71.925,1
ACT2421,41.17417,-71.9195,1
ACT2426,41.13167,-71.925,1
ACT2436,41.24583,-71.99667,1
ACT2441,41.21667,-71.96667,1
ACT2451,41.13167,-72.03333,1
ACT2456,41.1175,-71.99667,1
ACT2466,41.05917,-72.03,1
ACT2471,41.02483,-72.0625,1
ACT2476,41.02167,-72.12333,1
ACT2481,41.06833,-72.16167,1
ACT2486,41.07833,-72.23,1
ACT2491,41.125,-72.205,1
ACT2496,41.15833,-72.14717,1
ACT2501,41.1555,-72.15867,1
ACT2506,41.09667,-72.26333,1
ACT2511,41.10417,-72.30667,1
ACT2521,41.07467,-72.3825,1
ACT2526,41.03967,-72.26783,1
ACT2531,41.04117,-72.32083,1
ACT2536,41.048,-72.37617,1
ACT2541,41.02633,-72.38467,1
ACT2546,40.94967,-72.453,1
ACT2556,41.29867,-71.9,1
ACT2561,41.33333,-71.88333,1
ACT2571,41.30167,-71.975,1
ACT2586,41.298,-71.9755,1
ACT2591,41.29283,-72.028,1
ACT2596,41.245,-72.04333,1
ACT2606,41.2255,-72.092,1
ACT2611,41.21833,-72.085,1
ACT2616,41.21833,-72.1155,1
ACT2661,41.51467,-72.07867,1
ACT2666,41.26667,-72.105,1
ACT2671,41.26667,-72.13333,1
ACT2676,41.29833,-72.14167,1
ACT2681,41.32667,-72.17667,1
ACT2686,41.27333,-72.20833,1
ACT2691,41.23333,-72.205,1
ACT2701,41.19833,-72.19833,1
ACT2711,41.25667,-72.25617,1
ACT2716,41.2725,-72.282,1
ACT2721,41.16667,-72.25167,1
ACT2726,41.24633,-72.3175,1
ACT2746,41.38833,-72.40383,1
ACT2751,41.44283,-72.463,1
ACT2756,41.50033,-72.54367,1
ACT2761,41.57217,-72.648,1
ACT2766,41.66367,-72.62883,1
ACT2771,41.75117,-72.65033,1
ACT2776,41.2,-72.31833,1
ACT2781,41.14383,-72.357,1
ACT2786,41.2325,-72.33883,1
ACT2796,41.24417,-72.39,1
ACT2801,41.24133,-72.42167,1
ACT2806,41.235,-72.4655,1
ACT2811,41.23333,-72.5,1
ACT2816,41.21117,-72.48117,1
ACT2821,41.1805,-72.44833,1
ACT2841,41.105,-72.45667,1
ACT2846,41.237,-72.56667,1
ACT2851,41.16333,-72.5695,1
ACT2856,41.07883,-72.56517,1
ACT2861,41.028,-72.57033,1
ACT2866,41.2275,-72.705,1
ACT2871,41.1455,-72.705,1
ACT2876,41.07283,-72.70883,1
ACT2886,41.01533,-72.71617,1
ACT2891,41.2095,-72.8305,1
ACT2901,41.0775,-72.83,1
ACT2906,41.01617,-72.83217,1
ACT2911,41.02733,-72.91217,1
ACT2936,41.14333,-72.968,1
ACT2941,41.0055,-72.97417,1
ACT2946,41.1795,-73.04383,1
ACT2951,41.1725,-73.11367,1
ACT2956,41.20883,-73.11117,1
ACT2961,41.24,-73.10383,1
ACT2966,41.27783,-73.08667,1
ACT2976,41.1125,-73.11883,1
ACT2986,41.0795,-73.11117,1
ACT2986,41.0795,-73.11117,1
ACT2991,41.0495,-73.09667,1
ACT2991,41.0495,-73.09667,1
ACT2996,41.07533,-72.97383,1
ACT3006,41.022,-73.1395,1
ACT3011,41.00383,-73.095,1
ACT3011,41.00383,-73.095,1
ACT3016,40.9745,-73.09667,1
ACT3016,40.9745,-73.09667,1
ACT3026,40.96667,-73.16667,1
ACT3041,41.08417,-73.24,1
ACT3046,41.02833,-73.23383,1
ACT3051,40.98333,-73.23117,1
ACT3056,40.93833,-73.23117,1
ACT3061,41.1045,-73.36533,1
ACT3066,41.1,-73.38333,1
ACT3076,41.05533,-73.42083,1
ACT3081,41.03283,-73.4055,1
ACT3081,41.03283,-73.4055,1
ACT3091,40.9955,-73.41,1
ACT3096,40.97667,-73.39617,1
ACT3106,40.95,-73.43333,1
ACT3111,40.92667,-73.4175,1
ACT3111,40.92667,-73.4175,1
ACT3116,40.90883,-73.4075,1
ACT3121,40.91667,-73.38333,1
ACT3126,41.02633,-73.478,1
ACT3126,41.02633,-73.478,1
ACT3131,40.96583,-73.495,1
ACT3131,40.96583,-73.495,1
ACT3136,40.99967,-73.51717,1
ACT3136,40.99967,-73.51717,1
ACT3151,40.91917,-73.5005,1
ACT3156,40.9,-73.51667,1
ACT3161,40.88333,-73.53333,1
ACT3166,40.88333,-73.48333,1
ACT3171,40.98367,-73.567,1
ACT3171,40.98367,-73.567,1
ACT3176,40.96,-73.56133,1
ACT3176,40.96,-73.56133,1
ACT3181,40.925,-73.567,1
ACT3181,40.925,-73.567,1
